date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:45:33	25642/25642	---M-Z	200	added ('OK')	text/css	etag:%22642a-658c7f0b-f3a04f7e1bc62e83;gz%22	https://naudummy.com/muezzin/wp-content/themes/taqwa/assets/css/themecss/ttstyles.css?ver=6.7.2	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/themes/taqwa/assets/css/themecss/ttstylesd1c0.css	(from https://naudummy.com/muezzin/)
19:45:33	204784/204784	---M-Z	200	added ('OK')	text/css	etag:%2231ff0-6791013a-1583f9f4726e2667;gz%22	https://naudummy.com/muezzin/wp-content/themes/taqwa/style.css?ver=6.7.2	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/themes/taqwa/styled1c0.css	(from https://naudummy.com/muezzin/)
19:45:33	14599/14599	---M-Z	200	added ('OK')	text/css	etag:%223907-66de9f99-40dc150ddb6cfb3a;gz%22	https://naudummy.com/muezzin/wp-content/themes/taqwa/assets/css/themecss/responsive.css?ver=6.7.2	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/themes/taqwa/assets/css/themecss/responsived1c0.css	(from https://naudummy.com/muezzin/)
19:45:33	299932/299932	---M-Z	200	added ('OK')	text/css	etag:%224939c-654e8dcc-b0814c0ab319f3f1;gz%22	https://naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/css/bootstrap.min.css?ver=6.7.2	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/css/bootstrap.mind1c0.css	(from https://naudummy.com/muezzin/)
19:45:34	0/0	---M--	200	added ('OK')	text/css	etag:%220-658d9657-8f3617579959773f;;;%22	https://naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/css/plus_style.css?ver=6.7.2	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/css/plus_styled1c0.css	(from https://naudummy.com/muezzin/)
19:45:34	15160/15160	---M-Z	200	added ('OK')	text/css	etag:%223b38-658c0430-1c26db8d79b5e9ef;gz%22	https://naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/css/plus_responsive.css?ver=6.7.2	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/css/plus_responsived1c0.css	(from https://naudummy.com/muezzin/)
19:45:34	18431/18431	---M-Z	200	added ('OK')	text/css	etag:%2247ff-64d79224-a589d2609175c779;gz%22	https://naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/css/swiper-bundle.min.css?ver=6.7.2	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/css/swiper-bundle.mind1c0.css	(from https://naudummy.com/muezzin/)
19:45:34	20060/20060	---M-Z	200	added ('OK')	text/css	etag:%224e5c-67c254e1-58ae166a7be8fbd2;gz%22	https://naudummy.com/muezzin/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.35.0	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minf25c.css	(from https://naudummy.com/muezzin/)
19:45:34	53269/53269	---M-Z	200	added ('OK')	text/css	etag:%22d015-67c254e1-a4ce450c26d980cc;gz%22	https://naudummy.com/muezzin/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.27.6	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/elementor/assets/css/frontend.min3dd9.css	(from https://naudummy.com/muezzin/)
19:45:35	1164/1164	---M-Z	200	added ('OK')	text/css	etag:%2248c-67c4b138-4f6fc07052aacd10;gz%22	https://naudummy.com/muezzin/wp-content/uploads/elementor/css/post-5.css?ver=1740943672	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/elementor/css/post-5e4b5.css	(from https://naudummy.com/muezzin/)
19:45:35	4247/4247	---M-Z	200	added ('OK')	text/css	etag:%221097-67c4b139-57b0aa1366d56fab;gz%22	https://naudummy.com/muezzin/wp-content/uploads/elementor/css/post-2330.css?ver=1740943673	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/elementor/css/post-23309ed1.css	(from https://naudummy.com/muezzin/)
19:45:35	58071/58071	---M-Z	200	added ('OK')	text/css	etag:%22e2d7-67c254e1-10fa0a444d055316;gz%22	https://naudummy.com/muezzin/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://naudummy.com/muezzin/)
19:45:36	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-67c254e1-39b4fb9f99d92b22;gz%22	https://naudummy.com/muezzin/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://naudummy.com/muezzin/)
19:45:36	1683/1683	---M-Z	200	added ('OK')	application/x-javascript	etag:%22693-67e8071b-b8f8d39e294b8ea0;gz%22	https://naudummy.com/muezzin/wp-content/plugins/charitable/assets/js/libraries/js-cookie.min.js?ver=2.1.4	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/charitable/assets/js/libraries/js-cookie.min6b25.js	(from https://naudummy.com/muezzin/)
19:45:36	2195/2195	---M-Z	200	added ('OK')	application/x-javascript	etag:%22893-67e8071b-66ede4e17414f0db;gz%22	https://naudummy.com/muezzin/wp-content/plugins/charitable/assets/js/charitable-session.min.js?ver=1.8.4.8	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/charitable/assets/js/charitable-session.mine964.js	(from https://naudummy.com/muezzin/)
19:45:36	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-67c1cbf6-57bf754a4d69b5c4;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/jquery.minf43b.js	(from https://naudummy.com/muezzin/)
19:45:37	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-67c1cbf6-9814eb36bb6a7e61;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://naudummy.com/muezzin/)
19:45:38	21464/21464	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253d8-67c1cbf6-96cbadadfb01d3e8;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/ui/core.minb37e.js	(from https://naudummy.com/muezzin/)
19:45:38	3428/3428	---M-Z	200	added ('OK')	application/x-javascript	etag:%22d64-67c1cbf6-15fd8acc7ef5f03c;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/ui/mouse.min.js?ver=1.13.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/ui/mouse.minb37e.js	(from https://naudummy.com/muezzin/)
19:45:38	25504/25504	---M-Z	200	added ('OK')	application/x-javascript	etag:%2263a0-67c1cbf6-a7e01bc3413dc29f;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/ui/sortable.min.js?ver=1.13.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/ui/sortable.minb37e.js	(from https://naudummy.com/muezzin/)
19:45:38	36748/36748	---M-Z	200	added ('OK')	application/x-javascript	etag:%228f8c-67c1cbf6-c5536cbc59806fa4;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.13.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/ui/datepicker.minb37e.js	(from https://naudummy.com/muezzin/)
19:45:39	18824/18824	---M-Z	200	added ('OK')	application/x-javascript	etag:%224988-67c1cbf6-5cdde402d4f06d7f;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/ui/resizable.min.js?ver=1.13.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/ui/resizable.minb37e.js	(from https://naudummy.com/muezzin/)
19:45:39	18420/18420	---M-Z	200	added ('OK')	application/x-javascript	etag:%2247f4-67c1cbf6-ef2e7c2a5078f00e;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/ui/draggable.min.js?ver=1.13.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/ui/draggable.minb37e.js	(from https://naudummy.com/muezzin/)
19:45:39	4402/4402	---M-Z	200	added ('OK')	application/x-javascript	etag:%221132-67c1cbf6-e7372cc861f8c6b7;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/ui/controlgroup.min.js?ver=1.13.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/ui/controlgroup.minb37e.js	(from https://naudummy.com/muezzin/)
19:45:39	4348/4348	---M-Z	200	added ('OK')	application/x-javascript	etag:%2210fc-67c1cbf6-ac6200923a48f566;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/ui/checkboxradio.min.js?ver=1.13.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/ui/checkboxradio.minb37e.js	(from https://naudummy.com/muezzin/)
19:45:40	6154/6154	---M-Z	200	added ('OK')	application/x-javascript	etag:%22180a-67c1cbf6-d4cb0bf5beea431d;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/ui/button.min.js?ver=1.13.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/ui/button.minb37e.js	(from https://naudummy.com/muezzin/)
19:45:40	13098/13098	---M-Z	200	added ('OK')	application/x-javascript	etag:%22332a-67c1cbf6-91b9edd93ee77f29;gz%22	https://naudummy.com/muezzin/wp-includes/js/jquery/ui/dialog.min.js?ver=1.13.3	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-includes/js/jquery/ui/dialog.minb37e.js	(from https://naudummy.com/muezzin/)
19:45:41	428216/428216	---M-Z	200	added ('OK')	application/x-javascript	etag:%22688b8-67c254eb-755bffb223f9da9a;gz%22	https://naudummy.com/muezzin/wp-content/plugins/events-manager/includes/js/events-manager.js?ver=6.6.4.4	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/events-manager/includes/js/events-manager8b28.js	(from https://naudummy.com/muezzin/)
19:45:41	144266/144266	---MCZ	200	added ('OK')	application/json	etag:%22767-1745592345;gz%22	https://naudummy.com/muezzin/wp-json/wp/v2/pages/2330	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-json/wp/v2/pages/2330.json	(from https://naudummy.com/muezzin/)
19:45:41	835/835	---M-Z	200	added ('OK')	text/xml	date:Fri,%2025%20Apr%202025%2014:45:45%20GMT	https://naudummy.com/muezzin/xmlrpc.php?rsd	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/xmlrpc0db0.php	(from https://naudummy.com/muezzin/)
19:45:42	2498/2498	---M-Z	200	added ('OK')	application/json	etag:%22768-1745592345;gz%22	https://naudummy.com/muezzin/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnaudummy.com%2Fmuezzin%2F	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-json/oembed/1.0/embed55b9.json	(from https://naudummy.com/muezzin/)
19:45:42	2671/2671	---M-Z	200	added ('OK')	text/xml	etag:%22769-1745592346;gz%22	https://naudummy.com/muezzin/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnaudummy.com%2Fmuezzin%2F&format=xml	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-json/oembed/1.0/embedeca3	(from https://naudummy.com/muezzin/)
19:45:42	243725/243725	---MCZ	200	added ('OK')	application/json	etag:%22770-1745592346;gz%22	https://naudummy.com/muezzin/wp-json/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-json/index.html	(from https://naudummy.com/muezzin/)
19:45:42	963/963	---M--	200	added ('OK')	image/png	etag:%223c3-658daf7f-8f28a952a69f57b7;;;%22	https://naudummy.com/muezzin/wp-content/uploads/2023/12/cropped-favicon-32x32.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/2023/12/cropped-favicon-32x32.png	(from https://naudummy.com/muezzin/)
19:45:42	10517/10517	---M--	200	added ('OK')	image/png	etag:%222915-658daf7e-f322b6f3bacb34cf;;;%22	https://naudummy.com/muezzin/wp-content/uploads/2023/12/cropped-favicon-192x192.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/2023/12/cropped-favicon-192x192.png	(from https://naudummy.com/muezzin/)
19:45:43	9638/9638	---M--	200	added ('OK')	image/png	etag:%2225a6-658daf7f-41c625dfcf28f304;;;%22	https://naudummy.com/muezzin/wp-content/uploads/2023/12/cropped-favicon-180x180.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/2023/12/cropped-favicon-180x180.png	(from https://naudummy.com/muezzin/)
19:45:43	4060/4060	---M--	200	added ('OK')	image/png	etag:%22fdc-65cf2128-3f70eeb90e6ce8a0;;;%22	https://naudummy.com/muezzin/wp-content/uploads/2024/01/logo-insignia.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/2024/01/logo-insignia.png	(from https://naudummy.com/muezzin/)
19:45:43	5640/5640	---M--	200	added ('OK')	image/png	etag:%221608-64d76a4e-67dd05640882fc98;;;%22	https://naudummy.com/muezzin/wp-content/themes/taqwa/assets/images/logo2.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/themes/taqwa/assets/images/logo2.png	(from https://naudummy.com/muezzin/)
19:45:43	55200/55200	---M--	200	added ('OK')	image/jpeg	etag:%22d7a0-65cf1e8c-682e0c96f4f033be;;;%22	https://naudummy.com/muezzin/wp-content/uploads/2023/12/tq-feat-bg.jpg	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/2023/12/tq-feat-bg.jpg	(from https://naudummy.com/muezzin/)
19:45:44	127013/127013	---M--	200	added ('OK')	image/png	etag:%221f025-65cf1f03-b6f06e6af395770b;;;%22	https://naudummy.com/muezzin/wp-content/uploads/2023/12/tq-feat-img3.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/2023/12/tq-feat-img3.png	(from https://naudummy.com/muezzin/)
19:45:44	185647/185647	---MCZ	200	added ('OK')	text/html	etag:%22649-1745082447;gz%22	https://naudummy.com/muezzin/islamic/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/islamic/index.html	(from https://naudummy.com/muezzin/)
19:45:45	140493/140493	---MCZ	200	added ('OK')	text/html	etag:%22679-1745167043;gz%22	https://naudummy.com/muezzin/our-campaigns/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/our-campaigns/index.html	(from https://naudummy.com/muezzin/)
19:45:45	124166/124166	---M--	200	added ('OK')	image/png	etag:%221e506-65cf1ee4-5be1ffb512b2d517;;;%22	https://naudummy.com/muezzin/wp-content/uploads/2023/12/tq-feat-img2.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/2023/12/tq-feat-img2.png	(from https://naudummy.com/muezzin/)
19:45:45	135858/135858	---MCZ	200	added ('OK')	text/html	etag:%22681-1745167076;gz%22	https://naudummy.com/muezzin/campaigns/educate-rural-kenya/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/campaigns/educate-rural-kenya/index.html	(from https://naudummy.com/muezzin/)
19:45:46	145078/145078	---MCZ	200	added ('OK')	text/html	etag:%22682-1745167104;gz%22	https://naudummy.com/muezzin/upcoming-events/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/upcoming-events/index.html	(from https://naudummy.com/muezzin/)
19:45:46	115030/115030	---M--	200	added ('OK')	image/png	etag:%221c156-65cf1eb0-5c42934cec9319f6;;;%22	https://naudummy.com/muezzin/wp-content/uploads/2023/12/tq-feat-img1.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/2023/12/tq-feat-img1.png	(from https://naudummy.com/muezzin/)
19:45:46	149831/149831	---MCZ	200	added ('OK')	text/html	etag:%22678-1745166982;gz%22	https://naudummy.com/muezzin/islamic-scholars/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/islamic-scholars/index.html	(from https://naudummy.com/muezzin/)
19:45:47	133072/133072	---MCZ	200	added ('OK')	text/html	etag:%22683-1745167138;gz%22	https://naudummy.com/muezzin/events/intl-hajj-program-offers/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/events/intl-hajj-program-offers/index.html	(from https://naudummy.com/muezzin/)
19:45:47	9606/9606	---M--	200	added ('OK')	image/png	etag:%222586-64d7b1d2-6e0a2545cc16bd2;;;%22	https://naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/images/shape1.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/images/shape1.png	(from https://naudummy.com/muezzin/)
19:45:47	115698/115698	---MCZ	200	added ('OK')	text/html	etag:%22699-1745227137;gz%22	https://naudummy.com/muezzin/team/sharif-hammam/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/team/sharif-hammam/index.html	(from https://naudummy.com/muezzin/)
19:45:47	2566/2566	---M--	200	added ('OK')	image/png	etag:%22a06-64d75f36-63b8443a01b20918;;;%22	https://naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/images/shape2.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/images/shape2.png	(from https://naudummy.com/muezzin/)
19:45:47	148035/148035	---MCZ	200	added ('OK')	text/html	etag:%22677-1745166908;gz%22	https://naudummy.com/muezzin/about-us/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/about-us/index.html	(from https://naudummy.com/muezzin/)
19:45:48	148784/148784	---MCZ	200	added ('OK')	text/html	etag:%22686-1745167307;gz%22	https://naudummy.com/muezzin/online-classes/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/online-classes/index.html	(from https://naudummy.com/muezzin/)
19:45:48	2567/2567	---M--	200	added ('OK')	image/png	etag:%22a07-65cf1f46-753eac00ec20194e;;;%22	https://naudummy.com/muezzin/wp-content/uploads/2023/12/tq-vision-icon.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/2023/12/tq-vision-icon.png	(from https://naudummy.com/muezzin/)
19:45:48	145213/145213	---MCZ	200	added ('OK')	text/html	etag:%22650-1745082473;gz%22	https://naudummy.com/muezzin/travel-tours/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/travel-tours/index.html	(from https://naudummy.com/muezzin/)
19:45:48	3017/3017	---M--	200	added ('OK')	image/png	etag:%22bc9-65cf1f2f-6105ba44606d8696;;;%22	https://naudummy.com/muezzin/wp-content/uploads/2023/12/tq-mission-icon.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/2023/12/tq-mission-icon.png	(from https://naudummy.com/muezzin/)
19:45:49	144831/144831	---MCZ	200	added ('OK')	text/html	etag:%22651-1745082526;gz%22	https://naudummy.com/muezzin/offered-services/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/offered-services/index.html	(from https://naudummy.com/muezzin/)
19:45:49	134377/134377	---MCZ	200	added ('OK')	text/html	etag:%22687-1745167453;gz%22	https://naudummy.com/muezzin/services/hajj-umrah/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/services/hajj-umrah/index.html	(from https://naudummy.com/muezzin/)
19:45:50	126585/126585	---MCZ	200	added ('OK')	text/html	etag:%22756-1745489912;gz%22	https://naudummy.com/muezzin/latest-blog/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/latest-blog/index.html	(from https://naudummy.com/muezzin/)
19:45:50	203796/203796	---M--	200	added ('OK')	image/jpeg	etag:%2231c14-65cf1f3d-73e4ae64852200c9;;;%22	https://naudummy.com/muezzin/wp-content/uploads/2023/12/tq-about-img.jpg	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/uploads/2023/12/tq-about-img.jpg	(from https://naudummy.com/muezzin/)
19:45:51	132110/132110	---MCZ	200	added ('OK')	text/html	etag:%22772-1745592353;gz%22	https://naudummy.com/muezzin/grid-blog-posts/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/grid-blog-posts/index.html	(from https://naudummy.com/muezzin/)
19:45:51	139370/139370	---MCZ	200	added ('OK')	text/html	etag:%22771-1745592353;gz%22	https://naudummy.com/muezzin/is-islam-a-modern-philosophy/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/is-islam-a-modern-philosophy/index.html	(from https://naudummy.com/muezzin/)
19:45:52	137008/137008	---MCZ	200	added ('OK')	text/html	etag:%22688-1745167665;gz%22	https://naudummy.com/muezzin/audios/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/audios/index.html	(from https://naudummy.com/muezzin/)
19:45:52	72648/72648	---M--	200	added ('OK')	image/png	etag:%2211bc8-6525506d-2e52f38a1b6118da;;;%22	https://naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/images/tq-support-caus-bg.png	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/wp-content/plugins/ingeniofy-plus/assets/images/tq-support-caus-bg.png	(from https://naudummy.com/muezzin/)
19:45:52	157033/157033	---MCZ	200	added ('OK')	text/html	etag:%22655-1745093780;gz%22	https://naudummy.com/muezzin/salat-timings/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/salat-timings/index.html	(from https://naudummy.com/muezzin/)
19:45:53	144391/144391	---MCZ	200	added ('OK')	text/html	etag:%22693-1745174332;gz%22	https://naudummy.com/muezzin/islamic-teachings/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/islamic-teachings/index.html	(from https://naudummy.com/muezzin/)
19:45:53	130235/130235	---MCZ	200	added ('OK')	text/html	etag:%22656-1745093804;gz%22	https://naudummy.com/muezzin/category/blog-list/	C:/xampp/htdocs/Islamic%20website%202/naudummy.com/muezzin/category/blog-list/index.html	(from https://naudummy.com/muezzin/)
